"해당 자료는 2022년 01월 03일 추출한 자료입니다. K-apt 시스템은 실시간으로 수정, 변경이 가능한 시스템으로 기존 데이터가 수정 될 수 있으며, 엑셀자료는 단순 참조자료로 활용하여 주시기 바랍니다. 현 시점 정확한 자료는 제공되고 있는 OPENAPI를 참조하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
시도,시군구,읍면,동리,단지코드,단지명,연면적,건축물대장연면적,관리비부과면적,주거전용면적,동수,세대수,전용면적(40이하),전용면적(40초과60이하),전용면적(60초과85이하),전용면적(85초과105이하),전용면적(105초과125이하),전용면적(125초과)
경기도,성남분당구,,수내동,A46385410,양지마을 금호 6단지 아파트,"24,067","11,992","13,358","9,446",1,158,0,158,0,0,0,0
서울특별시,관악구,,신림동,A15179701,임광관악파크,"63,357","36,787","36,787","36,787",5,465,0,215,171,0,79,0
서울특별시,강남구,,청담동,A13510006,청담대림,"44,038","27,080","33,444","27,080",4,271,0,0,152,17,34,68
경기도,광주시,,삼동,A46404001,삼동우남퍼스트빌,"47,474","29,121","37,034","29,121",5,343,0,0,343,0,0,0
경상북도,안동시,,안기동,A76026001,안기세영아파트,"11,740","9,872","11,597","7,783",1,163,73,90,0,0,0,0
경기도,남양주시,,다산동,A47206001,가운휴먼시아3단지,"24,899","24,813","20,051","15,776",6,189,0,0,189,0,0,0
경상남도,거제시,,장평동,A65691802,덕진2차휴먼빌,"12,139","10,680","10,890","7,866",1,165,0,165,0,0,0,0
충청남도,천안서북구,성환읍,율금리,A33170710,대영한아름,"14,818","14,327","14,327","10,273",4,196,0,196,0,0,0,0
경기도,용인기흥구,,보정동,A44679308,연원마을삼성명가타운,"60,816","46,662","46,659","37,465",11,424,0,38,326,0,60,0
경기도,파주시,,금촌동,A41301020,그린,"9,213","9,213","9,213","4,310",1,220,220,0,0,0,0,0
경상북도,포항북구,,장성동,A79175806,장성청구하이츠,"28,803","23,268","22,913","17,962",2,228,0,56,172,0,0,0
경기도,고양일산동구,,장항동,A41083705,장항호수마을4단지롯데럭키,"90,780","68,525","74,672","62,002",8,472,0,0,0,104,0,368
인천광역시,부평구,,산곡동,A40377103,산곡 경남5차 아파트,"34,110","25,129","32,201","25,129",3,308,0,0,308,0,0,0
경기도,성남분당구,,구미동,A46374321,까치마을4단지롯데선경,"127,166","105,514","112,236","86,544",16,"1,124",0,244,740,64,0,76
전라남도,목포시,,상동,A53082704,하당삼성,"75,836","62,555","54,018","53,945",10,680,0,260,330,0,90,0
대구광역시,북구,,복현동,A70282708,복현현대,"35,097","35,097","32,296","25,642",2,315,0,45,270,0,0,0
서울특별시,노원구,,상계동,A13982103,상계양우아파트,"30,094","27,957","30,094","21,670",2,251,0,0,169,34,48,0
충청남도,서산시,대산읍,기은리,A35671101,LG화학사원,"95,698","83,520","77,990","66,349",10,"1,115",112,416,587,0,0,0
경상북도,영천시,,망정동,A77075102,망정4주공아파트,"29,571","22,622","29,571","17,677",5,373,89,284,0,0,0,0
광주광역시,광산구,,소촌동,A50680209,대덕6차 무지개,"20,499","20,397","19,907","15,033",3,254,0,254,0,0,0,0
전라북도,군산시,,산북동,A57387805,산북동 코오롱아파트,"33,245","32,239","25,717","25,717",3,380,0,254,126,0,0,0
서울특별시,양천구,,신월동,A15809402,신월삼정그린뷰,"23,196","18,834","23,196","18,834",3,236,0,30,206,0,0,0
대구광역시,수성구,,범어동,A70681905,범어청구하이츠,"39,587","31,231","31,225","24,809",4,240,0,57,107,0,0,76
경기도,하남시,,창우동,A46571004,부영,"186,160","111,394","152,423","111,394",15,"2,055",0,"2,055",0,0,0,0
충청북도,청주서원구,,모충동,A36175306,모충주공2단지아파트,"39,511","38,799","38,787","31,479",16,640,230,410,0,0,0,0
강원도,춘천시,,석사동,A20093609,퇴계주공3차아파트,"56,346","43,432","38,690","38,690",7,456,0,0,456,0,0,0
대구광역시,북구,,동천동,A70225002,칠곡우방하이츠,"38,385","28,379","30,400","22,591",3,404,64,340,0,0,0,0
광주광역시,북구,,운암동,A50017008,운암남양휴튼,"54,316","53,124","53,122","41,653",7,392,0,0,140,0,170,82
경상남도,창원성산구,,대방동,A64180503,대동디지털황토방,"87,616","77,939","77,939","57,635",8,704,0,228,356,0,120,0
경기도,안양동안구,,비산동,A43175702,은하수청구아파트,"60,709","46,544","50,812","38,886",6,502,0,92,410,0,0,0
서울특별시,서대문구,,홍제동,A12009001,홍제유원하나제2,"5,849","4,307","5,849","4,307",1,150,150,0,0,0,0,0
경상북도,포항남구,연일읍,유강리,A79075407,대림한숲2차아파트,"37,676","33,613","33,142","26,222",4,265,0,0,163,0,0,102
경기도,광주시,곤지암읍,곤지암리,A46475602,곤지암쌍용2차,"58,117","47,058","47,133","40,161",4,409,0,58,173,0,100,78
경상북도,포항남구,,효자동,A79076002,효자풍림아이원,"89,177","71,805","70,132","52,859",6,583,0,0,468,0,115,0
제주특별자치도,제주시,,삼양이동,A69007201,제주삼화3차,"71,482","58,858","40,335","40,335",13,524,0,0,524,0,0,0
광주광역시,광산구,,장덕동,A50625106,수완진흥더루벤스,"66,978","66,686","53,958","37,893",6,446,0,0,446,0,0,0
충청남도,천안서북구,,성정동,A33176503,주택관리공단 천안성정4,"28,817","22,859","24,784","19,910",8,504,504,0,0,0,0,0
경기도,수원영통구,,원천동,A44382202,원천1차삼성아파트,"50,586","47,750","47,484","33,612",6,684,0,684,0,0,0,0
대전광역시,유성구,,전민동,A30572803,세종,"124,969","99,079","101,247","79,760",11,980,0,228,599,78,60,15
강원도,속초시,,교동,A21780413,주공2차아파트 입주자 대표회의,"31,546","31,001","30,579","24,843",17,590,390,200,0,0,0,0
울산광역시,중구,,태화동,A68181808,강변맨션,"32,089","27,898","28,483","23,613",3,298,0,0,298,0,0,0
대구광역시,중구,,남산동,A70075102,보성황실타운,"135,925","148,892","135,925","104,060",8,"1,058",0,382,374,0,48,254
서울특별시,금천구,,독산동,A15301105,독산동중앙하이츠빌아파트,"79,874","79,383","60,953","47,022",7,554,0,0,554,0,0,0
서울특별시,영등포구,,양평동1가,A15086202,양평신동아아파트,"39,703","26,445","37,983","26,445",4,495,0,375,120,0,0,0
경기도,고양일산서구,,일산동,A41182605,일산동문(3),"111,494","87,183","94,858","73,018",8,889,0,383,356,0,0,150
서울특별시,용산구,,보광동,A14082601,신동아아파트,"26,776","19,192","25,402","19,192",2,226,0,0,226,0,0,0
경기도,의왕시,,삼동,A43775110,대우장미,"36,592","32,436","36,099","25,972",3,520,0,520,0,0,0,0
충청북도,진천군,진천읍,벽암리,A36570005,진천벽암휴먼시아,"42,748","37,831","42,552","25,888",8,632,458,174,0,0,0,0
경상남도,김해시,,외동,A62191902,한솔빌리지,"36,473","26,556","26,400","22,358",6,298,0,100,178,0,20,0
인천광역시,연수구,,옥련동,A40678905,옥련태평아파트,"34,699","22,563","29,233","22,563",3,273,0,98,120,0,55,0
부산광역시,부산진구,,개금동,A61477403,개금시영아파트,"27,628","25,175","27,183","25,175",17,633,629,4,0,0,0,0
울산광역시,남구,,달동,A68080301,달동우방맨션,"18,660","11,798","11,798","11,798",1,183,0,89,94,0,0,0
전라북도,전주완산구,,중화산동1가,A56025101,중화산동 옥성트레비앙,"22,902","17,308","12,998","12,998",2,155,0,0,155,0,0,0
경기도,의왕시,,청계동,A43777203,휴먼시아청계마을3단지,"43,337","33,916","43,069","23,613",7,506,155,351,0,0,0,0
광주광역시,북구,,양산동,A50088708,우미아파트,"36,852","34,528","36,852","27,300",3,444,0,296,148,0,0,0
인천광역시,연수구,,옥련동,A40671510,옥련서해,"65,711","41,198","53,832","41,198",2,600,0,324,276,0,0,0
경기도,부천시,,상동,A42003013,상동라일락서해,"85,146","66,243","70,130","55,375",8,454,0,0,0,0,168,286
서울특별시,강서구,,화곡동,A15770801,화곡초록,"61,512","38,601","60,761","38,601",9,626,0,506,120,0,0,0
경상북도,구미시,,황상동,A73078408,황상2주공아파트,"43,654","42,610","42,610","34,163",20,810,550,260,0,0,0,0
충청북도,청주청원구,,율량동,A36081807,율량삼정2차아파트,"35,500","31,512","25,790","25,790",3,275,0,0,196,0,79,0
부산광역시,해운대구,,반여동,A61280906,반여신동아아파트,"33,100","23,213","29,081","23,213",2,355,0,276,79,0,0,0
서울특별시,강동구,,천호동,A13402003,대우한강베네시티,"33,109","49,980","24,989","24,989",2,204,0,0,0,0,116,88
강원도,춘천시,동내면,학곡리,A20088201,신아3차아파트,"12,508","8,268","11,736","8,268",1,184,107,77,0,0,0,0
전라남도,순천시,,석현동,A54010002,순천향림현대1차아파트,"57,113","50,865","57,113","45,243",8,510,0,0,450,0,60,0
경기도,의정부시,,호원동,A48002029,호원가든2차뉴삼익,"70,709","60,084","60,069","46,233",5,624,0,266,358,0,0,0
부산광역시,연제구,,연산동,A61176411,연산LG아파트,"326,307","259,428","254,990","205,356",24,"2,302",0,736,"1,028",0,246,292
울산광역시,중구,,복산동,A68182501,동덕현대4차,"18,448","18,656","20,767","16,693",2,201,0,0,201,0,0,0
경기도,성남분당구,,서현동,A46381901,서현미래타운,"46,907","23,747","24,742","20,234",4,160,0,0,0,40,0,120
부산광역시,수영구,,수영동,A61375703,수영강동원로얄듀크,"67,421","45,741","45,741","34,915",5,423,0,0,423,0,0,0
대구광역시,달서구,,진천동,A70483418,월배역포스코더샾,"148,427","147,569","86,904","87,174",7,816,0,0,389,57,130,240
부산광역시,사하구,,당리동,A60471904,당리삼성타워아파트,"22,701","21,569","21,620","17,300",1,210,0,0,210,0,0,0
강원도,홍천군,홍천읍,갈마곡리,A25080113,홍천주공1단지아파트,"56,097","39,817","56,097","39,817",10,802,118,684,0,0,0,0
경상북도,구미시,,옥계동,A73077209,옥계에덴아파트,"107,325","75,751","82,375","63,000",11,"1,050",0,"1,050",0,0,0,0
전라북도,군산시,,나운동,A57335024,나운신일,"55,179","45,041","45,620","35,910",5,600,0,600,0,0,0,0
경기도,용인수지구,,풍덕천동,A44817003,진산마을삼성래미안7차,"156,438","113,556","113,564","89,289",12,501,0,0,0,0,0,501
전라북도,전주덕진구,,반월동,A56137002,반월동 삼오,"43,098","42,146","40,697","31,691",3,418,0,190,204,0,0,24
서울특별시,영등포구,,문래동5가,A15009501,문래진주,"20,732","16,101","20,180","16,101",3,160,0,0,80,0,80,0
충청북도,청주흥덕구,,봉명동,A36130003,봉명초원아파트,"17,930","14,850","16,183","11,572",2,232,0,232,0,0,0,0
대전광역시,대덕구,,신대동,A30678001,신대동주공아파트,"26,494","25,815","25,782","22,899",13,540,340,200,0,0,0,0
광주광역시,북구,,운암동,A50017024,운암산코아루렉시안,"31,706","31,670","23,865","17,169",4,202,0,0,202,0,0,0
경상북도,칠곡군,석적읍,남율리,A71883107,동화공단타운,"36,886","34,433","35,023","28,426",4,474,0,474,0,0,0,0
인천광역시,연수구,,동춘동,A40675305,동춘풍림2차아파트,"100,192","77,748","100,192","77,748",16,"1,200",0,600,600,0,0,0
경상남도,사천시,정동면,고읍리,A66493201,사천청구타운,"31,475","26,860","28,666","22,751",3,278,0,56,194,0,0,28
경기도,성남분당구,,수내동,A46377908,수내푸른마을신성벽산쌍용,"380,318","305,432","334,303","271,310",50,"2,598",0,360,912,336,0,990
경기도,구리시,,인창동,A47174610,인창아름마을엘지,"60,110","46,363","50,763","39,422",4,482,0,184,214,0,84,0
경기도,하남시,,덕풍동,A46570503,하남 서해아파트,"47,465","40,573","41,712","31,062",2,423,0,213,174,36,0,0
경기도,가평군,가평읍,읍내리,A47771105,가평읍내,"22,499","15,503","22,351","15,503",5,355,213,142,0,0,0,0
경기도,용인수지구,,풍덕천동,A44897804,신정마을성지,"91,977","77,272","77,274","62,113",7,538,0,0,7,371,0,160
인천광역시,중구,,중산동,A40084103,하늘도시우미린2단지,"201,965","144,224","144,224","109,119",9,"1,287",0,0,"1,287",0,0,0
인천광역시,서구,,청라동,A40471920,청라29블럭 호반베르디움,"368,532","239,096","239,096","181,281",15,"2,134",0,0,"2,134",0,0,0
경기도,평택시,,비전동,A45072802,동성효성,"16,553","12,901","16,020","12,901",2,178,0,0,178,0,0,0
경기도,화성시,,기안동,A44577705,기안마을풍성신미주,"159,289","123,947","121,131","97,846",20,"1,164",0,0,"1,164",0,0,0
경기도,고양일산서구,,덕이동,A41180904,덕이동문2차,"29,581","29,230","29,224","23,653",5,288,0,0,288,0,0,0
부산광역시,해운대구,,반여동,A61206118,메가센텀꿈에그린아파트,"301,558","212,235","212,234","164,207",14,"1,564",0,0,662,230,315,357
부산광역시,남구,,대연동,A60881703,대연동원로얄듀크,"75,775","74,567","57,850","47,241",3,417,0,0,177,0,20,220
경상북도,경주시,현곡면,금장리,A78077904,세정스위츠리버,"52,969","54,033","52,506","41,266",5,423,0,0,301,0,0,122
강원도,원주시,,태장동,A22075810,태장3주공아파트,"34,040","31,197","33,500","22,001",5,465,105,360,0,0,0,0
부산광역시,연제구,,거제동,A61177006,삼익퓨처타워,"48,320","43,109","34,436","26,548",2,313,0,61,190,0,62,0
서울특별시,송파구,,가락동,A13816202,가락극동,"74,866","61,628","61,628","61,628",7,555,0,105,90,0,210,150
서울특별시,성북구,,돈암동,A13606106,돈암삼성임대,"39,152","34,316","33,970","23,913",2,736,736,0,0,0,0,0
경상북도,고령군,다산면,상곡리,A71787301,고령다산주공아파트,"22,114","22,003","15,898","15,898",4,290,0,290,0,0,0,0
경상남도,창원성산구,,용호동,A64190403,용호일동아파트,"50,404","50,478","50,404","44,836",16,810,0,810,0,0,0,0
대구광역시,수성구,,수성동4가,A70677704,우방사랑마을,"44,904","34,062","37,442","28,665",3,342,101,68,90,0,0,83
부산광역시,북구,,만덕동,A61682802,만덕2휴먼시아,"36,157","30,592","36,085","24,492",4,360,0,214,146,0,0,0
경상남도,창원마산회원구,내서읍,삼계리,A63077619,한우리1차아파트,"46,911","38,945","41,543","32,326",8,540,0,540,0,0,0,0
서울특별시,양천구,,신정동,A15807002,신트리1단지,"90,538","54,011","53,782","54,011",9,997,0,997,0,0,0,0
울산광역시,남구,,야음동,A68078701,신정현대홈타운1단지,"141,466","106,670","106,670","83,729",6,"1,085",0,440,495,0,150,0
서울특별시,노원구,,공릉동,A13924205,공릉동부,"33,514","24,104","30,023","24,104",4,295,0,105,130,0,60,0
경상남도,양산시,,평산동,A62684803,새진흥8차아파트,"38,136","37,629","37,987","30,679",4,420,0,186,234,0,0,0
경기도,수원영통구,,이의동,A44376014,수원광교센트럴타운60단지,"111,002","78,521","77,149","58,255",13,701,0,0,701,0,0,0
경기도,이천시,부발읍,아미리,A46773305,현대성우1단지,"35,422","26,992","26,992","20,137",4,237,0,0,237,0,0,0
경상남도,거제시,,아주동,A65671402,덕산아내프리미엄1차,"79,532","60,324","78,996","44,330",12,630,0,368,262,0,0,0
서울특별시,서대문구,,홍제동,A12078704,홍제원 현대,"128,750","80,719","102,766","80,719",15,939,0,298,358,0,283,0
서울특별시,송파구,,가락동,A13816001,가락현대5차,"21,361","15,627","21,361","15,627",3,210,0,44,166,0,0,0
서울특별시,노원구,,공릉동,A13980102,공릉신원,"18,796","10,946","10,946","10,946",1,153,0,81,72,0,0,0
경기도,파주시,,금촌동,A41370506,중앙하이츠,"58,269","42,493","42,493","34,975",4,316,0,0,0,236,0,80
강원도,춘천시,,온의동,A20093803,보배아파트,"34,194","25,548","32,549","25,548",3,262,0,0,182,0,0,80
인천광역시,서구,,가좌동,A40481303,가좌 풍림 아파트,"36,523","25,931","34,460","25,931",3,358,0,178,180,0,0,0
대전광역시,서구,,갈마동,A30217005,좋은하루2차,"5,880","4,414","5,610","2,770",1,153,153,0,0,0,0,0
전라북도,전주덕진구,,송천동2가,A56130210,송천동 송천2주공,"54,110","52,986","53,966","40,311",10,710,0,710,0,0,0,0
충청남도,아산시,배방읍,회룡리,A33685108,아산배방삼정백조임대아파트,"20,994","18,779","19,290","14,034",2,424,424,0,0,0,0,0
광주광역시,동구,,지산동,A50115001,삼성아파트,"42,363","38,030","42,363","34,415",5,314,0,0,166,0,0,148
경기도,고양일산동구,,풍동,A41078302,풍동주공7단지,"121,392","121,393","121,392","81,407",9,982,0,0,982,0,0,0
경상북도,안동시,,안막동,A76034003,안막화성아파트,"22,117","19,796","22,117","14,629",1,310,0,310,0,0,0,0
경기도,남양주시,,평내동,A47273713,평내대명,"91,378","66,663","71,227","57,231",8,664,0,214,316,0,0,134
대구광역시,서구,,중리동,A70383107,중리시영1차아파트,"25,125","25,487","25,125","22,734",9,340,0,240,100,0,0,0
경상북도,영주시,풍기읍,동부리,A75080301,풍기한양아파트,"18,608","17,224","18,492","13,301",3,294,132,162,0,0,0,0
광주광역시,북구,,문흥동,A50011003,문흥우미호반,"34,390","33,324","33,746","27,067",2,320,0,0,320,0,0,0
세종특별자치시,,조치원읍,교리,A33980107,계룡아파트,"14,362","10,747","14,320","10,747",2,156,0,84,72,0,0,0
경기도,남양주시,와부읍,덕소리,A47272515,덕소강변삼익아파트,"99,919","80,716","86,026","66,838",9,880,0,380,392,108,0,0
전라남도,영광군,영광읍,녹사리,A51380008,모두원웰리스,"20,546","17,986","12,744","12,744",2,150,0,0,150,0,0,0
충청남도,천안서북구,,백석동,A33178706,백석벽산블루밍2차,"45,685","45,384","35,849","27,399",4,298,0,0,238,0,60,0
서울특별시,강남구,,삼성동,A13509005,삼성래미안2차,"63,607","63,607","40,608","31,922",8,275,0,0,46,44,103,82
경기도,이천시,,증포동,A46772307,선경1차2차,"71,434","53,123","53,123","53,123",7,694,0,334,280,0,80,0
서울특별시,동작구,,대방동,A15681104,대방2차현대,"37,876","23,134","30,147","23,134",5,278,0,134,84,0,38,22
전라남도,나주시,,성북동,A52075502,성북주공아파트,"33,000","29,142","27,471","25,574",14,610,420,190,0,0,0,0
인천광역시,미추홀구,,용현동,A40273805,용현 우성 아파트,"44,094","39,754","39,494","29,874",3,408,0,187,221,0,0,0
광주광역시,서구,,내방동,A50280802,솔뫼타운아파트,"35,464","26,206","27,005","20,083",2,459,182,277,0,0,0,0
전라남도,여수시,,웅천동,A55507002,웅천지웰2차,"87,654","71,000","69,845","53,498",7,614,0,0,564,0,50,0
경상남도,김해시,,율하동,A62183170,율상마을모아미래도6단지,"98,875","74,694","72,801","53,382",8,630,0,0,630,0,0,0
제주특별자치도,제주시,,이도이동,A69002203,이도주공2단지3단지,"38,948","35,493","38,153","31,186",18,760,610,150,0,0,0,0
광주광역시,남구,,봉선동,A50306003,무등파크1차,"37,270","34,197","36,442","28,212",4,299,0,0,215,0,84,0
경기도,남양주시,화도읍,마석우리,A47288924,보미청광플러스원,"104,005","79,131","79,131","59,984",12,758,0,177,581,0,0,0
부산광역시,해운대구,,우동,A61202006,대우월드마크센텀,"157,885","100,012","97,250","74,571",4,496,0,0,0,0,120,376
경기도,용인수지구,,성복동,A44898205,성복자이1차,"149,410","118,753","113,024","89,717",12,719,0,0,74,134,78,433
경기도,부천시,,범박동,A42275101,범박파밀리에포레스트,"104,313","75,655","74,076","56,233",12,672,0,0,672,0,0,0
경기도,용인기흥구,,중동,A44675302,신동백서해그랑블1차,"45,265","28,633","28,633","22,465",5,236,0,0,158,0,78,0
충청북도,충주시,,교현동,A38006001,중흥S클래스아파트,"87,305","65,540","63,879","47,189",6,516,0,0,439,0,0,77
대전광역시,유성구,,용산동,A30550005,대덕테크노밸리12단지,"87,154","78,705","50,630","50,623",11,464,0,0,208,116,0,140
서울특별시,노원구,,월계동,A13905105,월계동현대,"174,649","168,665","137,094","104,126",11,"1,281",0,544,441,0,296,0
부산광역시,사하구,,장림동,A60476911,장림강남아파트,"46,952","45,757","45,253","37,112",5,447,0,0,447,0,0,0
서울특별시,송파구,,오금동,A13813005,가락우창,"34,030","34,030","34,030","27,679",4,264,0,0,72,0,144,48
서울특별시,강북구,,미아동,A14272313,송천센트레빌,"52,743","35,663","34,584","26,707",5,376,70,114,149,0,43,0
서울특별시,관악구,,봉천동,A15105301,관악푸르지오제2단지,"28,444","18,532","28,444","12,689",1,392,392,0,0,0,0,0
경기도,성남분당구,,구미동,A46370005,분당무지개마을금강아파트,"22,592","19,162","19,279","14,554",3,216,0,108,108,0,0,0
경기도,포천시,소흘읍,송우리,A48782101,추산마을주공5단지 ,"40,103","36,608","39,984","27,297",4,466,0,466,0,0,0,0
부산광역시,부산진구,,부암동,A61409002,서면쌍용스윗닷홈스카이,"97,584","71,479","71,477","52,936",2,544,0,0,310,0,156,78
